chrom,start,end,symbol,id,num_snps,ens_g,num_wins_2500bp,num_snps_2500bp
19,15880825,15885174,CYP4F24P,388514,18.0,ENSG00000280497,1,40
19,15852202,15853153,OR10H3,26532,7.0,ENSG00000171936,1,35
19,15838833,15839862,OR10H2,26538,6.0,ENSG00000171942,1,29
19,15783827,15807984,CYP4F12,66002,208.0,ENSG00000186204,5,247
19,15751706,15771570,CYP4F3,4051,142.0,ENSG00000186529,4,166
19,15726028,15740447,CYP4F8,11283,83.0,ENSG00000186526,3,115
19,15619335,15663128,CYP4F22,126410,149.0,ENSG00000171954,3,146
19,15579456,15590315,PGLYRP2,114770,39.0,ENSG00000161031,1,50
19,15562437,15575382,RASAL3,64926,16.0,ENSG00000105122,1,23
19,15560358,15560419,MIR1470,100302127,0.0,ENSG00000269782,1,3
19,15532317,15560762,WIZ,58525,22.0,ENSG00000011451,1,22
19,15490858,15529833,AKAP8L,26993,73.0,ENSG00000011243,2,63
19,15464331,15490612,AKAP8,10270,55.0,ENSG00000105127,2,51
19,14519609,14530195,DDX39A,10212,17.0,ENSG00000123136,1,20
19,16126443,16138272,LINC00661,126536,54.0,ENSG00000205396,2,69
19,14247963,14282075,LOC100507373,100507373,50.0,ENSG00000267169,2,52
19,14202506,14228559,PRKACA,5566,29.0,ENSG00000288516,1,27
19,13135394,13209610,NFIX,4784,121.0,ENSG00000008441,3,110
19,13080323,13085567,DAND5,199699,6.0,ENSG00000179284,1,17
19,13064969,13068068,GADD45GIP1,90480,3.0,ENSG00000179271,1,7
19,13056627,13064457,RAD23A,5886,15.0,ENSG00000179262,1,15
19,13049413,13055304,CALR,811,7.0,ENSG00000179218,1,9
19,13033283,13044558,FARSA,2193,24.0,ENSG00000179115,1,30
19,13009893,13030086,SYCE2,256126,38.0,ENSG00000161860,1,39
19,13001942,13010813,GCDH,2639,20.0,ENSG00000105607,1,24
19,13209841,13213974,LYL1,4066,15.0,ENSG00000104903,1,16
19,12995236,12998017,KLF1,10661,3.0,ENSG00000105610,1,15
19,12949258,12985766,MAST1,22983,88.0,ENSG00000105613,2,86
19,12936290,12946242,RTBDN,83546,20.0,ENSG00000132026,1,33
19,12917427,12924462,RNASEH2A,10535,39.0,ENSG00000104889,2,54
19,12907633,12912724,PRDX2,7001,19.0,ENSG00000167815,1,30
19,12902309,12904125,JUNB,3726,2.0,ENSG00000171223,1,8
19,19366451,19373651,HAPLN4,404037,18.0,ENSG00000187664,1,26
19,12873816,12886434,HOOK2,29911,19.0,ENSG00000095066,1,27
19,12863406,12869271,BEST2,54831,8.0,ENSG00000039987,1,8
19,12986024,12992335,DNASE2,1777,7.0,ENSG00000105612,1,18
19,13215713,13227563,TRMT1,55621,14.0,ENSG00000104907,1,22
19,13229101,13251961,NACC1,112939,38.0,ENSG00000160877,1,45
19,13254871,13261188,STX10,8677,10.0,ENSG00000104915,1,20
19,14199228,14201232,SAMD1,90378,1.0,ENSG00000141858,1,3
19,14192443,14196607,C19orf67,646457,7.0,ENSG00000188032,1,11
19,14164178,14169971,PALM3,342979,7.0,ENSG00000187867,1,14
19,14142551,14163717,IL27RA,9466,59.0,ENSG00000104998,2,67
19,14139016,14141783,RLN3,117579,9.0,ENSG00000171136,1,23
19,14072341,14117134,RFX1,5989,29.0,ENSG00000132005,1,29
19,14063318,14072256,DCAF15,90379,8.0,ENSG00000288453,1,13
19,14041999,14064204,PODNL1,79883,21.0,ENSG00000132000,1,28
19,14016955,14041693,CC2D1A,54862,31.0,ENSG00000288293,1,41
19,13993167,14016909,C19orf57,79173,74.0,ENSG00000288152,2,69
19,13988062,13991571,NANOS3,342977,7.0,ENSG00000288505,1,13
19,13985688,13985825,MIR181D,574457,0.0,ENSG00000288329,1,5
19,13985512,13985622,MIR181C,406957,0.0,ENSG00000207613,1,5
19,13945329,13947473,LOC284454,284454,2.0,None,1,10
19,13906273,13943044,ZSWIM4,65249,83.0,ENSG00000132003,2,72
19,13885256,13889586,C19orf53,28974,27.0,ENSG00000104979,1,47
19,13858752,13874106,CCDC130,81576,33.0,ENSG00000104957,1,44
19,13317255,13617274,CACNA1A,773,1129.0,ENSG00000141837,20,999
19,13261281,13265718,IER2,9592,10.0,ENSG00000160888,1,21
19,14230320,14247440,ASF1B,55723,32.0,ENSG00000288210,1,31
19,16144522,16152918,LINC00905,148231,40.0,ENSG00000167459,2,65
19,13875336,13885096,MRI1,84245,22.0,ENSG00000037757,1,33
19,16222489,16244445,RAB8A,4218,63.0,ENSG00000167461,2,80
19,18497371,18497444,MIR3189,100422943,0.0,ENSG00000264175,1,23
19,18496967,18499986,GDF15,9518,17.0,ENSG00000130513,1,37
19,18451407,18480763,PGPEP1,54858,90.0,ENSG00000130517,3,102
19,18417039,18434001,LSM4,25804,43.0,ENSG00000130520,2,53
19,18392886,18392971,MIR3188,100422833,2.0,ENSG00000267959,1,14
19,18390562,18392432,JUND,3727,3.0,ENSG00000130522,1,22
19,18318770,18359010,PDE4C,5143,119.0,ENSG00000105650,3,122
19,18307610,18314874,RAB3A,5864,17.0,ENSG00000105649,1,35
19,18501953,18508415,LRRC25,126364,22.0,ENSG00000175489,1,28
19,18304039,18307550,MPV17L2,84769,13.0,ENSG00000254858,1,26
19,18263987,18281343,PIK3R2,5296,37.0,ENSG00000105647,1,47
19,18208602,18262499,MAST3,23031,209.0,ENSG00000099308,5,205
19,18170370,18197742,IL12RB1,3594,114.0,ENSG00000096996,3,112
19,18118976,18124911,ARRDC2,27106,21.0,ENSG00000105643,1,45
19,18062110,18109930,KCNN1,3780,105.0,ENSG00000105642,3,114
19,18045904,18054794,CCDC124,115098,32.0,ENSG00000007080,1,41
19,17982781,18005983,SLC5A5,6528,61.0,ENSG00000105641,2,65
19,17973396,17973529,SNORA68,26780,0.0,ENSG00000207166,1,18
19,18284578,18288927,IFI30,10437,10.0,ENSG00000216490,1,27
19,18530145,18545372,SSBP4,170463,34.0,ENSG00000130511,1,34
19,18545197,18549111,ISYNA1,51477,9.0,ENSG00000105655,1,16
19,18553472,18632937,ELL,8178,206.0,ENSG00000105656,4,192
19,19256375,19281098,MEF2B,100271849,103.0,ENSG00000213999,3,115
19,19230424,19249310,TMEM161A,54929,43.0,ENSG00000064545,2,64
19,16178316,16213813,TPM4,7171,78.0,ENSG00000167460,2,76
19,19303007,19312678,RFXANK,8625,20.0,ENSG00000064490,1,26
19,19174802,19223841,SLC25A42,284439,100.0,ENSG00000181035,2,99
19,19144386,19168987,ARMC6,93436,57.0,ENSG00000105676,2,59
19,19101696,19144380,SUGP2,10147,93.0,ENSG00000064607,3,101
19,19040009,19052041,HOMER3,9454,15.0,ENSG00000051128,1,21
19,19030483,19039442,DDX49,54555,19.0,ENSG00000105671,1,31
19,19010322,19030199,COPE,11316,52.0,ENSG00000105669,2,53
19,18988717,19006953,CERS1,10715,50.0,ENSG00000223802,2,56
19,18942743,18979039,UPF1,5976,66.0,ENSG00000005007,2,73
19,18893582,18902114,COMP,1311,15.0,ENSG00000105664,1,21
19,18794424,18893143,CRTC1,23373,284.0,ENSG00000105662,6,277
19,18723681,18731849,TMEM59L,25789,32.0,ENSG00000105696,1,44
19,18704034,18717660,CRLF1,9244,46.0,ENSG00000006016,2,60
19,18682613,18688270,UBA52,7311,17.0,ENSG00000221983,1,30
19,18668571,18680197,KXD1,79036,39.0,ENSG00000105700,1,47
19,18642567,18654383,FKBP8,23770,12.0,ENSG00000105701,1,19
19,17970686,17974133,RPL18A,6142,11.0,ENSG00000105640,1,27
19,17935592,17958841,JAK3,3718,50.0,ENSG00000105639,2,55
19,18747837,18781302,KLHL26,55295,105.0,ENSG00000167487,3,121
19,17905918,17924385,B3GNT3,10331,75.0,ENSG00000179913,2,85
19,17186590,17324104,MYO9B,4650,569.0,ENSG00000099331,11,533
19,17160570,17186343,HAUS8,93323,99.0,ENSG00000131351,3,107
19,17003761,17137625,CPAMD8,27151,422.0,ENSG00000160111,8,396
19,16999825,17002830,F2RL3,9002,6.0,ENSG00000127533,1,16
19,16940208,16991164,SIN3B,23309,114.0,ENSG00000127511,3,117
19,16830786,16928774,NWD1,284434,281.0,ENSG00000188039,6,261
19,16771937,16799816,TMEM38A,79041,83.0,ENSG00000072954,2,87
19,16756958,16770968,SMIM7,79086,40.0,ENSG00000214046,1,48
19,16685717,16739015,MED26,9441,105.0,ENSG00000105085,3,108
19,16628699,16653263,CHERP,10523,62.0,ENSG00000085872,2,64
19,16607204,16632163,C19orf44,84167,77.0,ENSG00000105072,2,73
19,16589867,16607003,CALR3,125972,65.0,ENSG00000269058,2,74
19,16466054,16582823,EPS15L1,58513,227.0,ENSG00000127527,5,215
19,16435650,16438339,KLF2,10365,9.0,ENSG00000127528,1,27
19,16308664,16346156,AP1M1,8907,146.0,ENSG00000072958,3,138
19,17927321,17932383,INSL3,3640,7.0,ENSG00000248099,1,14
19,16244837,16269377,HSH2D,84941,66.0,ENSG00000196684,2,71
19,16272178,16284286,CIB3,117286,43.0,ENSG00000141977,1,46
19,16296234,16302857,FAM32A,26017,16.0,ENSG00000105058,1,30
19,17326154,17330638,USE1,55850,9.0,ENSG00000053501,1,34
19,17337054,17340028,OCEL1,79629,26.0,ENSG00000099330,2,58
19,16660647,16683193,SLC35E1,79939,43.0,ENSG00000127526,1,39
19,17360848,17375544,USHBP1,83878,51.0,ENSG00000130307,2,60
19,17712136,17799050,UNC13A,23025,341.0,ENSG00000130477,7,321
19,17830302,17845324,MAP1S,55201,64.0,ENSG00000130479,2,92
19,17342693,17356151,NR2F6,2063,40.0,ENSG00000160113,2,55
19,17858526,17899377,FCHO1,23149,166.0,ENSG00000130475,4,169
19,17666510,17693965,COLGALT1,79709,90.0,ENSG00000130309,3,104
19,17622431,17632097,PGLS,25796,28.0,ENSG00000130313,1,36
19,17581299,17616977,SLC27A1,376497,117.0,ENSG00000130304,3,125
19,17546317,17559376,TMEM221,100130519,42.0,ENSG00000188051,1,45
19,17530911,17536140,MVB12A,93343,17.0,ENSG00000141971,1,36
19,17513754,17516384,BST2,684,8.0,ENSG00000130303,1,28
19,17566233,17571725,NXNL1,115861,24.0,ENSG00000171773,1,35
19,17445790,17453540,GTPBP3,84705,32.0,ENSG00000130299,1,44
19,17434031,17445638,ANO8,57719,33.0,ENSG00000074855,1,44
19,17378231,17390162,BABAM1,29086,44.0,ENSG00000105393,2,55
19,17420336,17434106,DDA1,79016,67.0,ENSG00000130311,2,78
19,17416476,17417652,MRPL34,64981,4.0,ENSG00000130312,1,24
19,17392453,17398454,ANKLE1,126549,34.0,ENSG00000160117,2,58
19,17462263,17488137,PLVAP,83483,90.0,ENSG00000130300,3,105
19,17402939,17414282,ABHD8,79575,44.0,ENSG00000127220,2,60
2,226265601,226518734,NYAP2,57624,506.0,ENSG00000144460,10,471
2,228192227,228222552,MFF,56947,113.0,ENSG00000168958,3,105
2,228029280,228179508,COL4A3,1285,858.0,ENSG00000169031,16,780
2,227867426,228029275,COL4A4,1286,527.0,ENSG00000081052,10,476
2,227596032,227663506,IRS1,3667,165.0,ENSG00000169047,4,152
2,227700670,227863923,RHBDD1,84236,351.0,ENSG00000144468,7,325
2,227523425,227523509,MIR5702,100847053,0.0,ENSG00000263363,1,17
2,227007509,227044778,LOC646736,646736,98.0,None,2,100
2,225875177,225875257,MIR4439,100616207,0.0,ENSG00000263828,1,28
2,228226873,228244022,TM4SF20,79853,64.0,ENSG00000168955,2,82
2,225629806,225907330,DOCK10,55619,828.0,ENSG00000135905,15,738
2,231280870,231410317,SP100,6672,454.0,ENSG00000067066,9,448
2,229888688,230136057,PID1,55022,911.0,ENSG00000153823,17,844
2,228336887,228425938,AGFG1,3267,344.0,ENSG00000173744,7,317
2,228474805,228498036,C2orf83,56918,201.0,ENSG00000042304,5,240
2,228549925,228582745,SLC19A3,80704,150.0,ENSG00000135917,4,177
2,228678557,228682280,CCL20,6364,4.0,ENSG00000115009,1,12
2,228736326,228789026,DAW1,164781,243.0,ENSG00000123977,6,256
2,228844669,229046361,SPHKAP,80309,797.0,ENSG00000153820,15,742
2,230222344,230579286,DNER,92737,1317.0,ENSG00000187957,25,1247
2,230631929,230786655,TRIP12,9320,217.0,ENSG00000153827,4,193
2,230787206,230877825,FBXO36,130888,144.0,ENSG00000153832,3,142
2,230899689,230933715,SLC16A14,151473,127.0,ENSG00000163053,3,132
2,231033644,231084827,SP110,3431,239.0,ENSG00000135899,5,240
2,225334866,225450114,CUL3,8452,329.0,ENSG00000036257,6,300
2,231090444,231177930,SP140,11262,272.0,ENSG00000079263,6,267
2,231191893,231268445,SP140L,93349,352.0,ENSG00000185404,7,349
2,228336847,228336903,MIR5703,100847081,0.0,ENSG00000284092,1,17
2,225243414,225266711,FAM124B,79843,68.0,ENSG00000124019,2,84
2,220408744,220415317,TMEM198,130612,11.0,ENSG00000188760,1,22
2,224822120,224832431,MRPL44,65080,19.0,ENSG00000135900,1,27
2,220115000,220118638,TUBA4A,7277,8.0,ENSG00000127824,1,12
2,220117964,220136910,TUBA4B,80086,27.0,ENSG00000243910,1,33
2,231577556,231685790,CAB39,51719,193.0,ENSG00000135932,4,187
2,220144039,220151622,DNAJB2,3300,16.0,ENSG00000135924,1,20
2,220154344,220174295,PTPRN,5798,55.0,ENSG00000054356,2,59
2,220158832,220158922,MIR153-1,406944,0.0,ENSG00000207647,1,13
2,220192130,220197899,RESP18,389075,27.0,ENSG00000182698,1,40
2,220238179,220252662,DNPEP,23549,41.0,ENSG00000123992,1,39
2,220283098,220291461,DES,1674,18.0,ENSG00000175084,1,31
2,220299699,220358354,SPEG,10290,99.0,ENSG00000072195,3,101
2,220363586,220371718,GMPPA,29926,10.0,ENSG00000144591,1,24
2,220378891,220403494,ASIC4,55515,52.0,ENSG00000072182,2,56
2,220403668,220408487,CHPF,79586,11.0,ENSG00000123989,1,24
2,220413794,220413869,MIR3132,100423039,0.0,ENSG00000265252,1,8
2,224839764,224904036,SERPINE2,5270,243.0,ENSG00000135919,5,232
2,220415449,220436268,OBSL1,23363,62.0,ENSG00000124006,2,70
2,220462595,220481173,STK11IP,114790,17.0,ENSG00000144589,1,21
2,220492291,220506702,SLC4A3,6508,19.0,ENSG00000114923,1,23
2,220771222,220771286,MIR4268,100422959,1.0,ENSG00000266518,1,28
2,222282746,222437010,EPHA4,2043,433.0,ENSG00000116106,9,406
2,223064605,223163715,PAX3,5077,332.0,ENSG00000135903,7,307
2,223162865,223169936,CCDC140,151278,10.0,ENSG00000163081,1,20
2,223289321,223423617,SGPP2,130367,374.0,ENSG00000163082,7,349
2,223436161,223520827,FARSB,10056,220.0,ENSG00000116120,5,212
2,223536456,223574649,MOGAT1,116255,123.0,ENSG00000124003,3,126
2,223725731,223808119,ACSL3,2181,269.0,ENSG00000123983,5,249
2,223916647,223920357,KCNE4,23704,11.0,ENSG00000152049,1,23
2,224461657,224467217,SCG2,7857,8.0,ENSG00000171951,1,8
2,224620046,224702319,AP1S3,130340,400.0,ENSG00000152056,8,354
2,224740064,224810052,WDFY1,57590,200.0,ENSG00000085449,4,191
2,220436953,220440435,INHA,3623,16.0,ENSG00000123999,1,24
2,231729620,231743963,ITM2C,81618,59.0,ENSG00000135916,2,81
2,234662961,234663991,LOC100286922,100286922,2.0,ENSG00000178836,1,20
2,231860838,231871999,SPATA3,130560,55.0,ENSG00000173699,2,69
2,234216308,234255701,SAG,6295,154.0,ENSG00000281857,3,149
2,234263152,234380743,DGKD,8527,255.0,ENSG00000280873,5,243
2,234384164,234474236,USP40,55230,189.0,ENSG00000085982,4,175
2,234627437,234681951,UGT1A4,54657,196.0,ENSG00000244474,5,215
2,234651395,234652661,DNAJB3,414061,7.0,ENSG00000227802,1,30
2,234745485,234763212,HJURP,55355,76.0,ENSG00000123485,2,82
2,234774089,234777055,MSL3P1,151507,9.0,ENSG00000224287,1,35
2,234826042,234928166,TRPM8,79054,326.0,ENSG00000144481,7,329
2,234959345,234985776,SPP2,6694,130.0,ENSG00000072080,3,142
2,235401685,235405693,ARL4C,10123,10.0,ENSG00000188042,1,22
2,235860627,235964358,SH3BP4,23677,284.0,ENSG00000130147,6,278
2,236402732,237040444,AGAP1,116987,1601.0,ENSG00000157985,30,1463
2,237074306,237076652,GBX2,2637,2.0,ENSG00000168505,1,16
2,237103514,237172988,ASB18,401036,300.0,ENSG00000182177,6,279
2,237232789,237412340,IQCA1,79781,394.0,ENSG00000132321,8,365
2,237994083,238007489,COPS8,10920,23.0,ENSG00000198612,1,30
2,238232654,238322850,COL6A3,1293,239.0,ENSG00000163359,5,232
2,238395877,238463961,MLPH,79083,375.0,ENSG00000115648,8,370
2,238475216,238475818,PRLH,51052,0.0,ENSG00000071677,1,21
2,238482964,238499769,RAB17,64284,111.0,ENSG00000124839,3,123
2,238600806,238674558,LRRFIP1,9208,306.0,ENSG00000124831,6,290
2,238707387,238751451,RBM44,375316,104.0,ENSG00000177483,3,105
2,238768186,238820755,RAMP1,10267,205.0,ENSG00000132329,5,211
2,238969564,239008054,SCLY,51540,156.0,ENSG00000132330,4,161
2,238877434,238951423,UBE2F,140739,227.0,ENSG00000184182,5,227
2,239008950,239041928,ESPNL,339768,160.0,ENSG00000144488,4,175
2,239047362,239061547,KLHL30,377007,48.0,ENSG00000168427,2,69
2,220110191,220115059,STK16,8576,3.0,ENSG00000115661,1,12
2,239079042,239112324,ILKAP,80895,153.0,ENSG00000132323,4,158
2,234197321,234197587,SCARNA6,677772,0.0,ENSG00000281388,1,13
2,234184371,234184649,SCARNA5,677775,1.0,ENSG00000280652,1,15
2,234160216,234204320,ATG16L1,55054,123.0,ENSG00000281089,3,131
2,233925035,234116549,INPP5D,3635,643.0,ENSG00000281614,12,596
2,231921577,232037540,PSMD1,5707,204.0,ENSG00000173692,4,187
2,231972949,231989824,HTR2B,3357,18.0,ENSG00000135914,1,23
2,232063293,232238606,ARMC9,80210,445.0,ENSG00000135931,9,411
2,232227418,232227504,MIR4777,100616317,0.0,ENSG00000263641,1,15
2,232260334,232265875,B3GNT7,93010,10.0,ENSG00000156966,1,17
2,232319458,232329205,NCL,4691,26.0,ENSG00000115053,1,29
2,232321154,232321234,SNORD20,6082,0.0,ENSG00000207280,1,4
2,232325078,232325153,SNORD82,25826,0.0,ENSG00000202400,1,13
2,232373136,232379050,LINC00471,151477,20.0,ENSG00000181798,1,40
2,232387870,232395182,NMUR1,10316,34.0,ENSG00000171596,2,53
2,232573234,232578250,PTMA,5757,24.0,ENSG00000187514,1,35
2,232597146,232645974,PDE6D,5147,145.0,ENSG00000156973,3,124
2,232651161,232673434,COPS7B,64708,53.0,ENSG00000144524,2,55
2,232756951,232757008,MIR1471,100302126,0.0,ENSG00000222246,1,11
2,231772042,231789941,GPR55,9290,60.0,ENSG00000135898,2,70
2,232786804,232791038,NPPC,4880,6.0,ENSG00000163273,1,16
2,233243347,233247599,ALPP,250,16.0,ENSG00000163283,1,34
2,233250459,233251754,ECEL1P2,347694,6.0,ENSG00000244280,1,19
2,233320832,233324742,ALPI,248,12.0,ENSG00000163295,1,26
2,233344536,233352532,ECEL1,9427,30.0,ENSG00000171551,1,41
2,233385172,233390425,PRSS56,646960,17.0,ENSG00000237412,1,37
2,233390869,233401375,CHRND,1144,28.0,ENSG00000135902,1,40
2,233404436,233411113,CHRNG,1146,29.0,ENSG00000196811,1,39
2,233412778,233415283,TIGD1,200765,9.0,ENSG00000221944,1,25
2,233415356,233433920,EIF4E2,9470,74.0,ENSG00000135930,2,65
2,233498206,233547491,EFHD1,80303,141.0,ENSG00000115468,3,144
2,233562014,233725289,GIGYF2,26058,460.0,ENSG00000204120,9,432
2,233630511,233641275,KCNJ13,3769,33.0,ENSG00000115474,1,39
2,233743395,233877951,NGEF,25791,610.0,ENSG00000066248,12,552
2,233897381,233899767,NEU2,4759,7.0,ENSG00000115488,1,17
2,232826292,233201908,DIS3L2,129563,1042.0,ENSG00000144535,20,962
2,220101502,220110131,GLB1L,79411,17.0,ENSG00000163521,1,23
2,207938861,207998861,KLF7,8609,218.0,ENSG00000118263,5,225
2,220082846,220094361,ATG9A,79065,23.0,ENSG00000198925,1,26
2,207026604,207026674,SNORD51,26798,0.0,ENSG00000274360,1,9
2,207026951,207027083,SNORA41,619569,0.0,ENSG00000207406,1,10
2,207040041,207078352,GPR1,2825,104.0,ENSG00000283448,3,108
2,207139522,207179148,ZDBF2,57683,64.0,ENSG00000283649,2,64
2,207308367,207485854,ADAM23,8745,414.0,ENSG00000114948,8,386
2,207516344,207583120,DYTN,391475,287.0,ENSG00000232125,6,282
2,207602488,207630050,MDH1B,130752,134.0,ENSG00000138400,3,130
2,207630111,207660911,FASTKD2,22868,78.0,ENSG00000118246,2,83
2,207647957,207648032,MIR3130-1,100422993,1.0,ENSG00000283469,1,14
2,207647957,207648032,MIR3130-2,100423002,1.0,ENSG00000263468,1,14
2,207804277,207834198,CPO,130749,89.0,ENSG00000144410,2,94
2,207974710,207974797,MIR2355,100423036,0.0,ENSG00000253008,1,29
2,208394615,208470284,CREB1,1385,134.0,ENSG00000118260,3,120
2,208473838,208489973,METTL21A,151194,35.0,ENSG00000144401,1,38
2,208576263,208620896,CCNYL1,151195,126.0,ENSG00000163249,3,123
2,208627309,208634143,FZD5,7855,11.0,ENSG00000163251,1,20
2,208686011,208890284,PLEKHM3,389072,397.0,ENSG00000285005,8,365
2,208983852,209021486,LOC100507443,100507443,182.0,None,4,194
2,208986330,208989313,CRYGD,1421,11.0,ENSG00000285434,1,31
2,208992860,208994554,CRYGC,1420,4.0,ENSG00000285011,1,31
2,209007296,209010877,CRYGB,1419,20.0,ENSG00000182187,1,37
2,209030070,209054773,C2orf80,389073,113.0,ENSG00000188674,3,121
2,209100952,209119806,IDH1,3417,39.0,ENSG00000138413,1,50
2,209119956,209120918,IDH1-AS1,100507475,2.0,ENSG00000231908,1,10
2,209130990,209223475,PIKFYVE,200576,314.0,ENSG00000115020,6,294
2,209271554,209359231,PTH2R,5746,212.0,ENSG00000144407,5,208
2,210444402,210598834,MAP2,4133,381.0,ENSG00000078018,7,340
2,210636716,210864024,UNC80,285175,489.0,ENSG00000144406,9,439
2,210867288,210886984,RPE,6120,22.0,ENSG00000197713,1,24
2,207024317,207027653,EEF1B2,1933,3.0,ENSG00000283391,1,25
2,210885434,211036051,KANSL1L,151050,136.0,ENSG00000144445,3,119
2,206987802,207023918,NDUFS1,4719,110.0,ENSG00000023228,3,109
2,206858444,206950906,INO80D,54891,241.0,ENSG00000114933,5,213
2,239146907,239148681,HES6,55502,9.0,ENSG00000144485,1,40
2,201980876,202037411,CFLAR,8837,147.0,ENSG00000003402,3,133
2,202005011,202022515,CFLAR-AS1,65072,55.0,ENSG00000226312,2,67
2,202047620,202086383,CASP10,843,61.0,ENSG00000003400,2,62
2,202122753,202152434,CASP8,841,80.0,ENSG00000064012,2,88
2,202241929,202316319,TRAK2,66008,164.0,ENSG00000115993,4,153
2,202316391,202345574,STRADB,55437,47.0,ENSG00000082146,2,52
2,202484906,202508252,TMEM237,65062,30.0,ENSG00000155755,1,40
2,202509596,202563417,MPP4,58538,142.0,ENSG00000082126,3,138
2,202564985,202645895,ALS2,57679,296.0,ENSG00000003393,6,259
2,202671301,202760273,CDK15,65061,229.0,ENSG00000138395,5,203
2,202899309,202903160,FZD7,8324,8.0,ENSG00000155760,1,23
2,203070902,203103322,SUMO1,7341,76.0,ENSG00000116030,2,79
2,203130514,203168384,NOP58,51602,81.0,ENSG00000055044,2,79
2,203156039,203156151,SNORD11B,100113392,0.0,ENSG00000189398,1,13
2,203157773,203157857,SNORD11,692058,0.0,ENSG00000238317,1,14
2,203241049,203432474,BMPR2,659,371.0,ENSG00000204217,7,336
2,203499900,203634480,FAM117B,150864,191.0,ENSG00000138439,4,172
2,203637872,203736371,ICA1L,130026,220.0,ENSG00000163596,5,205
2,203745322,203776949,WDR12,55759,81.0,ENSG00000138442,2,83
2,203879601,204082717,NBEAL1,65065,319.0,ENSG00000144426,7,301
2,204103163,204170563,CYP20A1,57404,157.0,ENSG00000119004,3,146
2,204193002,204296892,ABI2,10152,178.0,ENSG00000138443,4,170
2,204298538,204400058,RAPH1,65059,160.0,ENSG00000173166,3,140
2,204571197,204603636,CD28,940,83.0,ENSG00000178562,2,90
2,204732510,204738683,CTLA4,1493,5.0,ENSG00000163599,1,22
2,204801470,204826298,ICOS,29851,66.0,ENSG00000163600,2,82
2,205410515,206484886,PARD3B,117583,2847.0,ENSG00000116117,52,2582
2,206547223,206662857,NRP2,8828,278.0,ENSG00000118257,6,261
2,206980296,206981296,GCSHP3,100329109,3.0,ENSG00000184669,1,19
2,220094478,220101391,ANKZF1,55139,15.0,ENSG00000163516,1,23
2,211052715,211090215,ACADL,33,41.0,ENSG00000115361,1,36
2,211295972,211341429,LANCL1,10314,119.0,ENSG00000115365,3,118
2,219135114,219211516,PNKD,25953,201.0,ENSG00000127838,4,198
2,219138916,219157280,TMBIM1,64114,53.0,ENSG00000135926,2,59
2,219246751,219261617,SLC11A1,6556,22.0,ENSG00000018280,1,29
2,219263060,219270664,CTDSP1,58190,19.0,ENSG00000144579,1,26
2,219267368,219267445,MIR26B,407017,0.0,ENSG00000199121,1,13
2,219283837,219314248,VIL1,7429,43.0,ENSG00000127831,1,44
2,219314973,219433084,USP37,57695,233.0,ENSG00000135913,5,216
2,219502639,219524355,ZNF142,7701,49.0,ENSG00000115568,1,46
2,219524378,219528166,BCS1L,617,6.0,ENSG00000074582,1,20
2,219528586,219536781,RNF25,64320,21.0,ENSG00000163481,1,31
2,219536748,219567440,STK36,27148,38.0,ENSG00000163482,1,41
2,219575567,219620138,TTLL4,9654,96.0,ENSG00000135912,3,101
2,219646471,219680016,CYP27A1,1593,75.0,ENSG00000135929,2,78
2,219687105,219696512,PRKAG3,53632,7.0,ENSG00000115592,1,10
2,219724545,219738954,WNT6,7475,17.0,ENSG00000115596,1,16
2,219745254,219758651,WNT10A,80326,12.0,ENSG00000135925,1,17
2,219824349,219826877,CDK5R2,8941,5.0,ENSG00000171450,1,15
2,219841005,219842644,LINC00608,151300,0.0,ENSG00000274052,1,6
2,219845808,219850379,FEV,54738,1.0,ENSG00000163497,1,4
2,219854911,219858127,CRYBA2,1412,0.0,ENSG00000163499,1,1
2,219866366,219866430,MIR375,494324,0.0,ENSG00000198973,1,1
2,219866936,219880444,LOC100129175,100129175,12.0,ENSG00000224090,1,13
2,219919141,219925238,IHH,3549,16.0,ENSG00000163501,1,32
2,219923409,219923472,MIR3131,100422957,1.0,ENSG00000264755,1,10
2,219940045,220025587,NHEJ1,79840,172.0,ENSG00000187736,4,169
2,220026180,220034817,SLC23A3,151295,13.0,ENSG00000213901,1,22
2,220036618,220041702,CNPPD1,27013,14.0,ENSG00000115649,1,22
2,220071505,220074373,ZFAND2B,130617,4.0,ENSG00000158552,1,7
2,220074487,220085174,ABCB6,10058,7.0,ENSG00000115657,1,16
2,219128851,219134893,AAMP,14,6.0,ENSG00000127837,1,13
2,211154867,211179895,MYL1,4632,61.0,ENSG00000168530,2,60
2,219125737,219128582,GPBAR1,151306,6.0,ENSG00000179921,1,10
2,219027567,219031716,CXCR1,3577,6.0,ENSG00000163464,1,17
2,211421322,211543831,CPS1,1373,304.0,ENSG00000021826,6,300
2,211482294,211484599,CPS1-IT1,29034,3.0,ENSG00000280837,1,12
2,212240441,213403352,ERBB4,2066,4604.0,ENSG00000178568,84,4165
2,213290986,213291084,MIR548F2,100313771,0.0,ENSG00000221782,1,14
2,213790980,213791060,MIR4776-2,100616472,0.0,ENSG00000283637,1,21
2,213790980,213791060,MIR4776-1,100616267,0.0,ENSG00000266354,1,21
2,213864410,214015058,IKZF2,22807,399.0,ENSG00000030419,8,374
2,214149102,215275225,SPAG16,79582,3631.0,ENSG00000144451,66,3276
