chrom,start,end,starthg38,endhg38,ens_g,symbol,entrez_id
17,41363893,41371589,43211874,43220041,ENSG00000184988,TMEM106A,113277
17,41323245,41363707,43170480,43211689,ENSG00000188554,NBR1,4077
17,41277599,41292342,43125550,43153649,ENSG00000198496,NBR2,10230
17,41196311,41277500,43044294,43125483,ENSG00000012048,BRCA1,672
17,41177257,41184058,43025230,43032041,ENSG00000108830,RND2,8153
17,41158741,41166476,43006739,43014456,ENSG00000068079,IFI35,3430
17,57784862,57917952,59707653,59842255,ENSG00000062716,VMP1,81671
17,57918626,57918698,59841265,59841337,ENSG00000284190,MIR21,406991
17,57936840,57970306,59859478,59892943,ENSG00000108423,TUBD1,51174
17,76164670,76169009,78168593,78173335,ENSG00000108639,SYNGR2,9144
17,76142433,76162364,78146384,78166297,ENSG00000187997,C17orf99,100141515
17,76108998,76124861,78107396,78128755,ENSG00000141524,TMC6,11322
17,76000317,76104916,78005055,78108835,ENSG00000078687,TNRC6C,57690
17,75393065,75393136,77396983,77397054,ENSG00000264060,MIR4316,100422851
17,76170159,76183285,78174090,78187052,ENSG00000167900,TK1,7083
17,75137004,75213181,77088748,77216802,ENSG00000129657,SEC14L1,6397
17,74732531,74732630,76736449,76736548,ENSG00000283805,MIR636,693221
17,74733582,74775336,76735864,76778817,ENSG00000092931,MFSD11,79157
17,74730196,74733493,76734114,76737333,ENSG00000161547,SRSF2,6427
17,74722911,74729962,76726829,76733879,ENSG00000181038,METTL23,124512
17,74708913,74722881,76718450,76726606,ENSG00000070495,JMJD6,23210
17,74671808,74707056,76672550,76710955,ENSG00000182534,MXRA7,439921
17,74864797,74946471,76868455,76950377,ENSG00000167889,MGAT5B,146664
17,76183397,76203782,78187361,78207702,ENSG00000183077,AFMID,125061
17,76227390,76237068,78231319,78240987,ENSG00000204278,TMEM235,283999
17,76352858,76356158,78356777,78360077,ENSG00000184557,SOCS3,9021
17,77768175,77770915,79792131,79797077,ENSG00000141570,CBX8,57332
17,77751976,77761449,79778147,79787983,ENSG00000173894,CBX2,84733
17,77704881,77716021,79730942,79742219,ENSG00000182156,ENPP7,339221
17,77680984,77681058,79707175,79707249,ENSG00000266665,MIR4739,100616170
17,77071018,77084685,79074823,79088599,ENSG00000167280,ENGASE,64772
17,77020157,77045870,79022933,79049787,ENSG00000173918,C1QTNF1,114897
17,77015290,77023737,79018130,79027673,ENSG00000231711,C1QTNF1-AS1,100507410
17,76987797,77005899,78991716,79009817,ENSG00000171302,CANT1,124583
17,76967334,76976061,78971254,78979923,ENSG00000108679,LGALS3BP,3959
17,76849058,76921472,78852976,78925387,ENSG00000035862,TIMP2,7077
17,76792398,76836969,78795651,78840814,ENSG00000055483,USP36,57602
17,76670129,76778376,78674047,78782272,ENSG00000108669,CYTH1,9267
17,76480991,76499138,78484909,78499346,ENSG00000246100,DNAH17-AS1,100996295
17,76419777,76573476,78423696,78577396,ENSG00000187775,DNAH17,8632
17,76374734,76420639,78378648,78424659,ENSG00000087157,PGS1,9489
17,74620844,74639894,76624762,76643757,ENSG00000070526,ST6GALNAC1,55808
17,77806954,77813213,79833155,79839440,ENSG00000141582,CBX4,8535
17,74561460,74582145,76565376,76585860,ENSG00000070731,ST6GALNAC2,10610
17,74557189,74557275,76561108,76561192,ENSG00000199961,SNORD1B,677849
17,73905654,73937119,75909573,75941042,ENSG00000188878,FBF1,85302
17,73894723,73901181,75898643,75904884,ENSG00000204316,MRPL38,64978
17,73885040,73893084,75888962,75896951,ENSG00000141569,TRIM65,201292
17,73870244,73874656,75874163,75878581,ENSG00000132481,TRIM47,91107
17,73841779,73851501,75845719,75856507,ENSG00000132471,WBP2,23558
17,73823307,73840798,75827224,75844404,ENSG00000092929,UNC13D,201294
17,73937588,73975515,75941506,75979166,ENSG00000161533,ACOX1,51
17,73780919,73821886,75784805,75825799,ENSG00000132478,UNK,85451
17,73754017,73761280,75751593,75765236,ENSG00000108479,GALK1,2584
17,73717515,73753899,75721458,75757818,ENSG00000132470,ITGB4,3691
17,73663398,73704139,75667337,75708059,ENSG00000161526,SAP30BP,29115
17,73642645,73644057,75646242,75647975,ENSG00000259120,SMIM6,100130933
17,73629513,73637486,75633433,75641404,ENSG00000204323,SMIM5,643008
17,73622924,73663269,75626853,75667154,ENSG00000108469,RECQL5,9400
17,73780601,73780688,75784520,75784607,ENSG00000283853,MIR4738,100616282
17,73996986,74002080,76000854,76005998,ENSG00000250506,CDK3,1018
17,74002926,74023507,76006844,76027306,ENSG00000167880,EVPL,2125
17,74034855,74068607,76038784,76072517,ENSG00000167881,SRP68,6730
17,74553859,74561430,76557732,76565357,ENSG00000163597,SNHG16,100507246
17,74523429,74533987,76527355,76537709,ENSG00000161544,CYGB,114757
17,74466974,74497509,76471068,76501790,ENSG00000129667,RHBDF2,79651
17,74463629,74466199,76467602,76470117,ENSG00000129673,AANAT,15
17,74385612,74449288,76389455,76453152,ENSG00000175931,UBE2O,63893
17,74380689,74383941,76384649,76387855,ENSG00000176170,SPHK1,8877
17,74306867,74350230,76309477,76353916,ENSG00000161542,PRPSAP1,5635
17,74270129,74303761,76274050,76307680,ENSG00000129646,QRICH2,84074
17,74261285,74267379,76265347,76271298,ENSG00000185262,UBALD2,283991
17,74138533,74236390,76142473,76240493,ENSG00000141576,RNF157,114804
17,74136636,74150729,76140555,76154283,ENSG00000271171,RNF157-AS1,100507218
17,74132414,74137380,76136332,76141245,ENSG00000129654,FOXJ1,2302
17,74077085,74099868,76081016,76103695,ENSG00000182473,EXOC7,23265
17,74075262,74078885,76079181,76082806,ENSG00000186919,ZACN,353174
17,74070891,74073573,76074780,76077537,ENSG00000182687,GALR2,8811
17,74557714,74557788,76561633,76561705,ENSG00000188825,SNORD1A,677848
17,77906141,78009657,79932342,80035872,ENSG00000167291,TBC1D16,125058
17,78010430,78074412,80036641,80100613,ENSG00000141519,CCDC40,55036
17,78075354,78093679,80101580,80119881,ENSG00000171298,GAA,2548
17,80015747,80023697,82057505,82065804,ENSG00000169718,DUS1L,64118
17,80009762,80015346,82051908,82057470,ENSG00000169727,GPS1,2873
17,80005777,80009650,82047901,82051811,ENSG00000169733,RFNG,5986
17,79993756,79995573,82035857,82037697,ENSG00000169738,DCXR,51181
17,79989531,79992080,82031677,82034204,ENSG00000169750,RAC3,5881
17,79981279,79989027,82023304,82031151,ENSG00000169683,LRRC45,201255
17,80036213,80056106,82078337,82098236,ENSG00000169710,FASN,2194
17,79935425,79975282,81977628,82017406,ENSG00000169696,ASPSCR1,79058
17,79897520,79905109,81939644,81947233,ENSG00000185105,MYADML2,255275
17,79890268,79894968,81932383,81937328,ENSG00000183010,PYCR1,5831
17,79876144,79881444,81918269,81927735,ENSG00000197063,MAFG,4097
17,79869814,79876058,81911938,81918176,ENSG00000187531,SIRT7,51547
17,79860776,79869340,81900957,81911399,ENSG00000185813,PCYT2,5833
17,79860071,79860781,81902237,81902905,ENSG00000183979,NPB,256933
17,79910382,79919057,81952506,81961187,ENSG00000185269,NOTUM,147111
17,80059345,80170689,82157447,82212813,ENSG00000176155,CCDC57,284001
17,80186281,80197375,82228396,82240086,ENSG00000141526,SLC16A3,9123
17,80200536,80231594,82244361,82273697,ENSG00000141551,CSNK1D,1453
17,6010,31420,142788,181650,ENSG00000272636,DOC2B,8447
17,81037566,81052591,83079608,83095122,ENSG00000176845,METRNL,284207
17,80787309,80797931,82829433,82840022,ENSG00000141579,ZNF750,79755
17,80709939,80901062,82752064,82945914,ENSG00000278759,TBCD,6904
17,80693451,80709073,82735614,82751196,ENSG00000167363,FN3K,64122
17,80674581,80685893,82716705,82728013,ENSG00000141560,FN3KRP,79672
17,80614942,80656598,82654972,82698698,ENSG00000141542,RAB40B,10966
17,80572437,80606411,82614561,82648444,ENSG00000141580,WDR45B,56270
17,80477593,80562483,82519731,82604602,ENSG00000141568,FOXK2,3607
17,80416539,80446143,82458740,82490537,ENSG00000141562,NARF,26502
17,80347085,80376513,82389209,82418586,ENSG00000181396,OGFOD3,79701
17,80332200,80333370,82371764,82377458,ENSG00000181408,UTS2R,2837
17,80317122,80321652,82359246,82363775,ENSG00000182459,TEX19,400629
17,80278899,80291921,82321023,82333766,ENSG00000141574,SECTM1,6398
17,80272745,80275480,82314872,82317608,ENSG00000173762,CD7,924
17,79849598,79858363,81890789,81900255,ENSG00000141552,ANAPC11,51529
17,79845710,79849462,81887834,81891586,ENSG00000183684,ALYREF,10189
17,79825596,79829282,81867720,81871337,ENSG00000141522,ARHGDIA,396
17,79801033,79818544,81843165,81860535,ENSG00000185624,P4HB,5034
17,79099682,79099749,81125882,81125949,ENSG00000283604,MIR338,442906
17,79099676,79099755,81125876,81125955,ENSG00000211563,MIR3065,100422915
17,79099075,79099173,81125275,81125373,ENSG00000207736,MIR657,724027
17,79091095,79139872,81117294,81166221,ENSG00000181409,AATK,9625
17,79008946,79091232,81035121,81109238,ENSG00000175866,BAIAP2,10458
17,78965640,78973933,80991840,81000133,ENSG00000176108,CHMP6,79643
17,78518624,78940173,80544837,80966368,ENSG00000141564,RPTOR,57521
17,78440632,78450404,80466833,80476607,ENSG00000171246,NPTX1,4884
17,78393217,78393293,80419417,80419493,ENSG00000264961,MIR4730,100616359
17,78388966,78411884,80415166,80438086,ENSG00000173818,ENDOV,284131
17,78234659,78372581,80260851,80398794,ENSG00000173821,RNF213,57674
17,78194199,78227308,80220426,80253500,ENSG00000181045,SLC26A11,284129
17,78183078,78194199,80209275,80220333,ENSG00000181523,SGSH,6448
17,78152306,78183130,80170011,80209331,ENSG00000141527,CARD14,79092
17,78109012,78120982,80134368,80147128,ENSG00000141543,EIF4A3,9775
17,79106995,79107108,81133195,81133308,ENSG00000221025,MIR1250,100302229
17,73521782,73571290,75525696,75575209,ENSG00000073350,LLGL2,3993
17,79218798,79269096,81251195,81295267,ENSG00000157637,SLC38A10,124565
17,79285071,79304474,81311269,81330674,ENSG00000185332,TMEM105,284186
17,79791367,79792926,81833491,81835050,ENSG00000182676,PPP1R27,116729
17,79762009,79771889,81804149,81814008,ENSG00000215644,GCGR,2642
17,79679265,79688046,81712283,81721012,ENSG00000183048,SLC25A10,1468
17,79650961,79669151,81684010,81702121,ENSG00000185359,HGS,9146
17,79648223,79650954,81681186,81683797,ENSG00000214087,ARL16,339231
17,79633760,79640936,81666736,81673899,ENSG00000185298,CCDC137,339230
17,79632065,79633618,81665035,81666605,ENSG00000204237,OXLD1,339229
17,79617488,79623607,81650924,81663112,ENSG00000185527,PDE6G,5148
17,79609332,79615779,81637197,81648748,ENSG00000182612,TSPAN10,83882
17,79495416,79504156,81528376,81537130,ENSG00000186765,FSCN2,25794
17,79476996,79479892,81510689,81523847,ENSG00000184009,ACTG1,71
17,79418129,79418214,81451103,81451188,ENSG00000266189,MIR3186,100422944
17,79374515,79374578,81400715,81400778,ENSG00000266392,MIR4740,100616294
17,79373539,79433358,81395474,81466331,ENSG00000266074,BAHCC1,57597
17,79276623,79283048,81303770,81309252,ENSG00000259107,LINC00482,284185
17,73512608,73520820,75516527,75524735,ENSG00000182173,TSEN54,283989
17,73496340,73511664,75500260,75515537,ENSG00000177303,CASKIN2,57513
17,73402149,73402243,75406068,75406162,ENSG00000264511,MIR3678,100500841
17,62461568,62464760,64449114,64468643,ENSG00000271605,MILR1,284021
17,62396776,62407083,64319414,64390860,ENSG00000261371,PECAM1,5175
17,62224794,62340653,64147226,64263260,ENSG00000136478,TEX2,55852
17,62223437,62223517,64146082,64146152,ENSG00000246898,SNORD104,692227
17,62120389,62207502,64039141,64130144,ENSG00000178607,ERN1,2081
17,62079954,62097994,64002595,64020634,ENSG00000108622,ICAM2,3384
17,62473901,62493184,64477784,64497054,ENSG00000256525,POLG2,11232
17,62015913,62050278,63938553,63972918,ENSG00000007314,SCN4A,6329
17,61994562,61996198,63917202,63918839,ENSG00000259384,GH1,2688
17,61986964,61988618,63909607,63911258,ENSG00000204414,CSHL1,1444
17,61972267,61974021,63894917,63896574,ENSG00000136488,CSH1,1442
17,61957571,61959302,63880214,63881944,ENSG00000136487,GH2,2689
17,61949371,61951089,63872015,63873677,ENSG00000213218,CSH2,1443
17,61934375,61941739,63849291,63862531,ENSG00000240280,TCAM1P,146771
17,62006097,62009704,63928739,63932331,ENSG00000007312,CD79B,974
17,62494373,62502484,64498257,64507712,ENSG00000108654,DDX5,1655
17,62496891,62496957,64500773,64500839,ENSG00000284564,MIR3064,100616387
17,62497331,62497431,64501213,64501313,ENSG00000284368,MIR5047,100616408
17,65336618,65362721,67337915,67366577,ENSG00000197170,PSMD12,5718
17,65066553,65241319,67070443,67245196,ENSG00000198265,HELZ,9931
17,65040651,65052911,67044553,67056797,ENSG00000108878,CACNG1,786
17,64960979,65029518,66964706,67033398,ENSG00000075461,CACNG4,27092
17,64873347,64881395,66835116,66894751,ENSG00000075429,CACNG5,27091
17,64783189,64783286,66787071,66787168,ENSG00000207943,MIR634,693219
17,64298925,64806862,66302612,66810743,ENSG00000154229,PRKCA,5578
17,64208146,64225556,66212032,66229415,ENSG00000091583,APOH,350
17,63631657,64187987,65635536,66192133,ENSG00000154240,CEP112,201134
17,63524682,63557740,65528562,65561648,ENSG00000168646,AXIN2,8313
17,63133455,63223821,65137369,65227703,ENSG00000108370,RGS9,8787
17,63005406,63052920,65009288,65056740,ENSG00000120063,GNA13,10672
17,62962667,62971703,64968035,64975571,ENSG00000214174,AMZ2P1,201283
17,62540734,62658386,64542281,64662307,ENSG00000108854,SMURF2,64750
17,62503157,62534062,64506976,64537946,ENSG00000258890,CEP95,90799
17,61909440,61920351,63832080,63842685,ENSG00000108604,SMARCD2,6603
17,61904769,61909387,63827430,63832019,ENSG00000087191,PSMC5,5705
17,61896792,61905031,63819432,63827663,ENSG00000108592,FTSJ3,117246
17,61851566,61896677,63773862,63819317,ENSG00000198231,DDX42,11325
17,59756546,59940920,61679138,61863528,ENSG00000136492,BRIP1,83990
17,59667793,59668563,61590420,61591219,ENSG00000253506,NACA2,342538
17,59533806,59561664,61456445,61484303,ENSG00000121075,TBX4,9496
17,59477256,59486827,61399842,61409466,ENSG00000121068,TBX2,6909
17,58755171,59470199,60677850,61392831,ENSG00000141376,BCAS3,54828
17,58677543,58743640,60600192,60666280,ENSG00000170836,PPM1D,8493
17,58520519,58603580,60443157,60526242,ENSG00000062725,APPBP2,10513
17,58499864,58508787,60422488,60431426,ENSG00000141371,C17orf64,124773
17,58254690,58469586,60177326,60392133,ENSG00000170832,USP32,84669
17,58120551,58156292,60041007,60078921,ENSG00000068097,HEATR6,63897
17,58120385,58120466,60043024,60043105,ENSG00000264049,MIR4737,100616210
17,58053384,58096336,59962362,60018975,ENSG00000267104,TBC1D3P1-DHX40P1,653645
17,58029722,58042117,59952239,59964740,ENSG00000189050,RNFT1,51136
17,57970406,58027786,59893120,59950574,ENSG00000108443,RPS6KB1,6198
17,59942727,60005377,61865366,61927982,ENSG00000108506,INTS2,57508
17,65373396,65693379,67377458,67697256,ENSG00000154217,PITPNC1,26207
17,60019965,60142643,61942604,62065278,ENSG00000108510,MED13,9969
17,60447578,60493839,62380552,62416480,ENSG00000172421,EFCAB3,146779
17,61822609,61851088,63745254,63773597,ENSG00000108588,CCDC47,57003
17,61780191,61819330,63702831,63741799,ENSG00000266173,STRADA,92335
17,61773248,61777519,63695887,63700125,ENSG00000136490,LIMD2,80774
17,61699800,61773670,63622441,63696303,ENSG00000198909,MAP3K3,4215
17,61678230,61685725,63600894,63608365,ENSG00000136463,TACO1,51204
17,61627795,61671642,63550476,63594266,ENSG00000136485,DCAF7,10238
17,61600694,61623602,63523357,63546727,ENSG00000173826,KCNH6,81033
17,61554421,61575741,63477060,63498373,ENSG00000159640,ACE,1636
17,61509664,61523545,63432303,63446306,ENSG00000008283,CYB561,1534
17,61268699,61268734,26025236,26025310,ENSG00000265005,MIR548W,100422923
17,61086897,61505067,63009555,63427699,ENSG00000170921,TANC2,26115
17,60704761,60770962,62627669,62693597,ENSG00000011028,MRC2,9902
17,60556385,60692841,62477838,62615444,ENSG00000146872,TLK2,11011
17,60501245,60527454,62423896,62453385,ENSG00000087995,METTL2A,339175
17,60345505,60353016,62264704,62275627,ENSG00000258647,TBC1D3P2,440452
17,39210750,39211463,41054497,41055230,ENSG00000262731,KRTAP2-2,728279
17,65714060,65740266,67717935,67744531,ENSG00000130935,NOL11,25926
17,65821779,65980494,67826032,67984317,ENSG00000171634,BPTF,2186
17,72838167,72856007,74842022,74859885,ENSG00000161509,GRIN2C,2905
17,72772621,72835922,74776498,74839753,ENSG00000109066,TMEM104,54868
17,72766685,72772470,74770528,74776345,ENSG00000109065,NAT9,26151
17,72744750,72765499,74748627,74769353,ENSG00000109062,SLC9A3R1,9368
17,72690451,72709108,74694316,74712923,ENSG00000186074,CD300LF,146722
17,72733355,72743474,74737255,74747335,ENSG00000172794,RAB37,326624
17,72858618,72869156,74862500,74872961,ENSG00000161513,FDXR,2232
17,72606021,72619897,74609884,74623738,ENSG00000186407,CD300E,342510
17,72576110,72588370,74579364,74592283,ENSG00000204345,CD300LD,100131439
17,72537204,72542310,74541072,74546115,ENSG00000167850,CD300C,10871
17,72517312,72527613,74521173,74531475,ENSG00000178789,CD300LB,124599
17,72462521,72480937,74466633,74484794,ENSG00000167851,CD300A,11314
17,72429835,72443568,74432087,74447429,ENSG00000170412,GPRC5C,55890
17,72363644,72368739,74367505,74372600,ENSG00000257008,GPR142,350383
17,72873472,72889705,74877301,74893633,ENSG00000172782,FADS6,283985
17,72912175,72919351,74916082,74923255,ENSG00000182040,USH1G,124590
17,72920369,72930006,74924272,74933912,ENSG00000183034,OTOP2,92736
17,73314156,73401790,75318075,75405678,ENSG00000177885,GRB2,2885
17,73269060,73285530,75272991,75289433,ENSG00000125454,SLC25A19,60386
17,73262309,73267311,75266227,75271231,ENSG00000125457,MIF4GD,57409
17,73257748,73262457,75261878,75266376,ENSG00000125445,MRPS7,51081
17,73232693,73257707,75236598,75261606,ENSG00000125447,GGA3,23163
17,73201596,73231854,75205678,75235758,ENSG00000125450,NUP85,79902
17,73163824,73179098,75165585,75182959,ENSG00000188612,SUMO2,6613
17,73126319,73127890,75130227,75131742,ENSG00000125458,NT5C,30833
17,73106081,73126360,75109968,75130272,ENSG00000125449,ARMC7,79637
17,73083821,73102255,75087726,75106162,ENSG00000170190,SLC16A5,9121
17,73043278,73061981,75047224,75065886,ENSG00000180901,KCTD2,23510
17,72983726,73001892,74987631,75005800,ENSG00000109089,CDR2L,30850
17,72946838,72968900,74950741,74972759,ENSG00000167861,HID1,283987
17,72931896,72946087,74935897,74949992,ENSG00000182938,OTOP3,347741
17,72352554,72357958,74356415,74361868,ENSG00000204347,BTBD17,388419
17,72270385,72311023,74274233,74314884,ENSG00000171595,DNAI2,64446
17,72209695,72258157,74213570,74262020,ENSG00000141540,TTYH2,94015
17,72206134,72209460,74210011,74213342,ENSG00000246731,MGC16275,85001
17,67095704,67095773,69099563,69099632,ENSG00000283385,MIR4524A,100616316
17,67095682,67095797,69099541,69099656,ENSG00000265331,MIR4524B,100847008
17,67074846,67138015,69078701,69141895,ENSG00000154262,ABCA6,23460
17,66970772,67057136,68974487,69060927,ENSG00000154258,ABCA9,10350
17,66863430,66951533,68867288,68955392,ENSG00000141338,ABCA8,10351
17,66531256,66597095,68535115,68601367,ENSG00000108950,FAM20A,54757
17,66507920,66529570,68511779,68534550,ENSG00000108946,PRKAR1A,5573
17,66420591,66420689,68424450,68424548,ENSG00000207561,MIR635,693220
17,66417421,66453653,68421280,68457496,ENSG00000070540,WIPI1,55062
17,66263166,66287405,68267025,68291127,ENSG00000108932,SLC16A6,9120
17,66255322,66417000,68259181,68422731,ENSG00000141337,ARSG,22901
17,66244144,66253305,68205480,68257712,ENSG00000196704,AMZ2,51321
17,66097695,66132070,68101873,68161227,ENSG00000235884,LINC00674,100499466
17,66031847,66042970,68035734,68046854,ENSG00000182481,KPNA2,3838
17,65987216,65989765,67991335,67993545,ENSG00000186665,C17orf58,284018
17,67144147,67240956,69148006,69244846,ENSG00000154263,ABCA10,10349
17,65736785,65736917,67740668,67740799,ENSG00000200394,SNORA38B,100124536
17,67240575,67323323,69244310,69327133,ENSG00000154265,ABCA5,23461
17,68071365,68131746,70075224,70135608,ENSG00000153822,KCNJ16,3773
17,72199794,72206019,74203677,74210655,ENSG00000172809,RPL38,6169
17,71745408,71824676,73750329,73828520,ENSG00000256128,LINC00469,283982
17,71330522,71640227,73334383,73644445,ENSG00000069188,SDK2,54549
17,71279762,71308143,73283623,73312001,ENSG00000179604,CDC42EP4,23580
17,71244587,71258019,73248448,73261880,ENSG00000187959,CPSF4L,642843
17,71228775,71245095,73232432,73248959,ENSG00000141219,C17orf80,55028
17,71203491,71228533,73207352,73232367,ENSG00000133193,FAM104A,84923
17,71189172,71204645,73193054,73208507,ENSG00000166685,COG1,9382
17,71161159,71168062,73165009,73176633,ENSG00000180616,SSTR2,6752
17,70642084,71088853,72645948,73092688,ENSG00000282291,SLC39A11,201266
17,70594179,70636611,72403326,72421387,ENSG00000227036,LINC00511,400619
17,70117160,70122560,72121019,72126416,ENSG00000125398,SOX9,6662
17,68165675,68176183,70169531,70180044,ENSG00000123700,KCNJ2,3759
17,68163101,68165543,70166960,70169402,ENSG00000267365,KCNJ2-AS1,400617
17,67410837,67538470,69414696,69553865,ENSG00000108984,MAP2K6,5608
17,39202795,39203568,41046540,41047316,ENSG00000212725,KRTAP2-1,81872
17,76210276,76221716,78214252,78225635,ENSG00000089685,BIRC5,332
17,39190136,39191107,41033883,41034874,ENSG00000262347,KRTAP1-3,81850
17,8076296,8079714,8174000,8176399,ENSG00000179029,TMEM107,84314
17,8062464,8066293,8159148,8162948,ENSG00000220205,VAMP2,6844
17,8043787,8055753,8140471,8152404,ENSG00000179094,PER1,5187
17,8023907,8027410,8121570,8124084,ENSG00000179111,HES7,84667
17,7999217,8022234,8096374,8119047,ENSG00000179148,ALOXE3,59344
17,7991373,7991465,8088055,8088147,ENSG00000264005,MIR4314,100422983
17,8090262,8090322,8186944,8187004,ENSG00000283160,MIR4521,100616406
17,7975953,7991021,8072635,8087716,ENSG00000179477,ALOX12B,242
17,7905987,7923658,8002614,8020342,ENSG00000132518,GUCY2D,3000
17,7835441,7853237,7932205,7949920,ENSG00000170037,CNTROB,116840
17,7833662,7835267,7930344,7931999,ENSG00000170043,TRAPPC1,58485
17,7825176,7832753,7921858,7929856,ENSG00000170049,KCNAB3,9196
17,7809440,7809578,7906121,7906260,ENSG00000252835,SCARNA21,677763
17,7788122,7816075,7888788,7912755,ENSG00000170004,CHD3,1107
17,7942357,7952451,8039058,8049134,ENSG00000179593,ALOX15B,247
17,8108048,8113944,8204733,8210575,ENSG00000178999,AURKB,9212
17,8123947,8127361,8220623,8224043,ENSG00000178977,LINC00324,284029
17,8128138,8151413,8224814,8248056,ENSG00000178971,CTC1,80169
17,8706054,8770994,8802721,8867674,ENSG00000276231,PIK3R6,146850
17,8700427,8702667,8797109,8799365,ENSG00000185156,MFSD6L,162387
17,8656423,8661877,8747523,8758552,ENSG00000183318,SPDYE4,388333
17,8633245,8648154,8729934,8744836,ENSG00000161973,CCDC42,146849
17,8377522,8534079,8474211,8630761,ENSG00000133026,MYH10,4628
17,8339169,8371495,8435883,8468163,ENSG00000166579,NDEL1,81565
17,8294022,8301144,8390701,8397827,ENSG00000189051,RNF222,643904
17,8280833,8286565,8377522,8383213,ENSG00000161970,RPL26,6154
17,8271972,8274858,8368709,8376658,ENSG00000184619,KRBA2,124751
17,8243187,8249363,8339839,8346046,ENSG00000184650,ODF4,146852
17,8213555,8225834,8310240,8322511,ENSG00000198844,ARHGEF15,22899
17,8191968,8193409,8288669,8290087,ENSG00000108961,RANGRF,29098
17,8191081,8198170,8290060,8295400,ENSG00000125434,SLC25A35,399512
17,8152595,8173809,8249288,8270486,ENSG00000178921,PFAS,5198
17,7761063,7765600,7858002,7862282,ENSG00000182224,CYB5D1,124637
17,8782232,8815834,8878915,8965707,ENSG00000141506,PIK3R5,23533
17,7758383,7759417,7855065,7856099,ENSG00000167874,TMEM88,92162
17,7657637,7658286,7754319,7754976,ENSG00000240480,RPL29P2,118432
17,7342688,7348251,7439511,7444937,ENSG00000161958,FGF11,2256
17,7338761,7340998,7435434,7437679,ENSG00000284228,TMEM102,284114
17,7323678,7324951,7420323,7421632,ENSG00000181323,SPEM1,374768
17,7311501,7323179,7404873,7418684,ENSG00000283859,NLGN2,57555
17,7306292,7307450,7402974,7404097,ENSG00000283771,TMEM256,254863
17,7293046,7298162,7389732,7394807,ENSG00000187838,PLSCR3,57048
17,7284292,7293092,7380533,7389774,ENSG00000174292,TNK1,8711
17,7255207,7258262,7351888,7354939,ENSG00000288399,KCTD11,147040
17,7239847,7254793,7336528,7351477,ENSG00000288169,ACAP1,9744
17,7218950,7232638,7315627,7329335,ENSG00000288301,NEURL4,84461
17,7215977,7218974,7312660,7315360,ENSG00000132522,GPS2,2874
17,7191570,7197876,7288262,7294639,ENSG00000288504,YBX2,51087
17,7185053,7191367,7281717,7288257,ENSG00000288174,SLC2A4,6517
17,7258496,7260538,7355155,7357219,ENSG00000288511,TMEM95,339168
17,7362684,7387568,7459365,7484263,ENSG00000283868,ZBTB4,57659
17,7384720,7386383,7481445,7483496,ENSG00000259224,SLC35G6,643664
17,7387697,7417935,7484365,7514179,ENSG00000181222,POLR2A,5430
17,7623038,7737058,7717743,7833742,ENSG00000183914,DNAH2,146754
17,7608519,7614693,7705201,7711372,ENSG00000108947,EFNB3,1949
17,7589388,7606820,7686070,7703502,ENSG00000141499,WRAP53,55135
17,7571719,7590868,7668420,7687490,ENSG00000141510,TP53,7157
17,7554253,7561089,7650925,7657770,ENSG00000129244,ATP1B2,482
17,7529555,7531194,7626233,7627821,ENSG00000141504,SAT2,112483
17,7533452,7536700,7630134,7633372,ENSG00000129214,SHBG,6462
17,7494547,7518215,7591229,7614897,ENSG00000129245,FXR2,9513
17,7491497,7493488,7588177,7590094,ENSG00000129194,SOX15,6665
17,7486964,7491527,7583851,7588212,ENSG00000129255,MPDU1,9526
17,7482804,7485429,7579637,7582111,ENSG00000129226,CD68,968
17,7480128,7480276,7576810,7576952,ENSG00000204092,SNORD10,652966
17,7465308,7475287,7561918,7571969,ENSG00000161956,SENP3,26168
17,7475601,7482324,7563286,7578715,ENSG00000216560,SENP3-EIF4A1,100533955
17,7452374,7464925,7549098,7561601,ENSG00000248871,TNFSF12-TNFSF13,407977
17,7743234,7758118,7839903,7854796,ENSG00000132510,KDM6B,23135
17,8924858,9147317,9021509,9244000,ENSG00000065320,NTN1,9423
17,9153787,9479275,9250470,9575820,ENSG00000170310,STX8,9482
17,9548853,9633003,9645516,9729687,ENSG00000154914,USP43,124739
17,16343349,16343420,16440035,16440106,ENSG00000277370,SNORD49A,26800
17,16342822,16342870,16439504,16439576,ENSG00000235314,SNORD49B,692087
17,16318855,16340317,16415570,16437003,ENSG00000187688,TRPV2,51393
17,16284366,16286054,16381090,16382740,ENSG00000170315,UBB,7314
17,16245847,16256812,16342536,16353469,ENSG00000166582,CENPV,201161
17,16185327,16185402,16282013,16282088,ENSG00000221355,MIR1288,100302124
17,16453630,16472520,16546953,16569204,ENSG00000141040,ZNF287,57336
17,16120508,16229573,16217209,16326411,ENSG00000108474,PIGL,9487
17,15902693,15932723,15999823,16029404,ENSG00000011295,TTC19,54902
17,15879874,15903006,15976559,15999704,ENSG00000214941,ZSWIM7,125150
17,15848230,15879210,15945129,15975746,ENSG00000170425,ADORA2B,136
17,15690163,15693019,15786617,15787575,ENSG00000227110,MEIS3P1,4213
17,15668016,15669003,15764702,15765664,ENSG00000248494,CDRT15P2,644694
17,15635590,15648098,15732282,15744782,ENSG00000214946,TBC1D26,353149
